x,y,h,z,h_z,t
-810000,880000,494.0,7271.731961662251,-6777.731961662251,580
-810000,890000,262.0,6973.538921539723,-6711.538921539723,580
-800000,420000,0.9,12918.420461186493,-12917.520461186494,580
-800000,430000,5.0,12494.964544262832,-12489.964544262832,580
-800000,440000,6.1,12037.617291248796,-12031.517291248796,580
-800000,450000,9.3,11524.624974961116,-11515.324974961117,580
-800000,460000,38.1,10975.707286288109,-10937.607286288108,580
-800000,470000,19.0,10426.075471161237,-10407.075471161237,580
-800000,480000,24.7,9936.142117542915,-9911.442117542914,580
-800000,490000,64.0,9538.60937863381,-9474.60937863381,580
-800000,500000,48.2,9370.894437063374,-9322.694437063374,580
-800000,510000,91.3,9570.761075847146,-9479.461075847146,580
-800000,520000,120.7,9436.446628009973,-9315.746628009972,580
-800000,530000,232.7,9146.534196761453,-8913.834196761452,580
-800000,540000,459.8,9073.942037488974,-8614.142037488975,580
-800000,550000,199.7,9480.11532045283,-9280.415320452828,580
-800000,560000,415.5,9986.023905136619,-9570.523905136619,580
-800000,570000,704.5,10342.200130928051,-9637.700130928051,580
-800000,580000,707.0,10288.205549142758,-9581.205549142758,580
-800000,590000,560.0,9996.279453536557,-9436.279453536557,580
-800000,600000,401.0,9968.730080574076,-9567.730080574076,580
-800000,610000,691.0,9955.1694660519,-9264.1694660519,580
-800000,620000,460.0,9549.588951319043,-9089.588951319043,580
-800000,630000,400.0,8896.459080711886,-8496.459080711886,580
-800000,640000,723.5,8968.420690374804,-8244.920690374804,580
-800000,650000,1105.4,9004.208107739363,-7898.808107739364,580
-800000,660000,537.2,8542.981677187601,-8005.781677187601,580
-800000,670000,157.8,7929.654791839895,-7771.8547918398945,580
-800000,710000,244.0,11098.953649797033,-10854.953649797033,580
-800000,780000,1.5,7858.992398773163,-7857.492398773163,580
-800000,790000,27.3,7851.635448410896,-7824.335448410896,580
-800000,800000,154.1,7937.696869667772,-7783.596869667772,580
-800000,810000,30.9,8100.445802735617,-8069.545802735617,580
-800000,870000,472.0,7463.839024906559,-6991.839024906559,580
-800000,880000,285.0,7115.174096477988,-6830.174096477988,580
-800000,890000,101.0,6925.038944311709,-6824.038944311709,580
-800000,900000,716.0,7012.554287654398,-6296.554287654398,580
-800000,930000,749.0,8855.121119450361,-8106.121119450361,580
-800000,940000,179.0,9322.062278270356,-9143.062278270356,580
-790000,420000,39.2,13094.714317149612,-13055.514317149611,580
-790000,430000,60.7,12333.911539787829,-12273.211539787828,580
-790000,440000,37.1,11770.899578949691,-11733.79957894969,580
-790000,450000,16.7,11257.685566286136,-11240.985566286136,580
-790000,460000,182.4,10769.822259322245,-10587.422259322246,580
-790000,470000,140.5,10242.822122809433,-10102.322122809433,580
-790000,480000,431.0,9927.70951618081,-9496.70951618081,580
-790000,490000,98.2,9812.624353370597,-9714.424353370596,580
-790000,500000,167.4,9882.599808905821,-9715.199808905822,580
-790000,510000,226.0,9855.968491849277,-9629.968491849277,580
-790000,520000,85.6,9703.935951583557,-9618.335951583556,580
-790000,530000,93.9,9225.107813086985,-9131.207813086985,580
-790000,540000,111.4,9214.47668279602,-9103.07668279602,580
-790000,550000,126.3,9843.15036589751,-9716.850365897511,580
-790000,560000,265.8,10629.044395060493,-10363.244395060494,580
-790000,570000,247.4,11162.836592285883,-10915.436592285883,580
-790000,580000,347.0,11081.402492941252,-10734.402492941252,580
-790000,590000,450.0,10614.972503090257,-10164.972503090257,580
-790000,600000,630.0,10134.65607704854,-9504.65607704854,580
-790000,610000,294.8,10042.141529985141,-9747.341529985142,580
-790000,620000,594.0,9934.607295999725,-9340.607295999725,580
-790000,630000,858.3,9851.525890536286,-8993.225890536287,580
-790000,640000,503.8,9903.702748410784,-9399.902748410785,580
-790000,650000,657.0,9738.802074334548,-9081.802074334548,580
-790000,660000,609.0,9232.046903386883,-8623.046903386883,580
-790000,670000,508.4,8699.733086221633,-8191.3330862216335,580
-790000,680000,12.7,8951.139895679067,-8938.439895679066,580
-790000,710000,113.0,11236.28117213864,-11123.28117213864,580
-790000,720000,656.0,11289.034649760953,-10633.034649760953,580
-790000,730000,76.0,11112.993919103714,-11036.993919103714,580
-790000,780000,147.2,7744.811027893512,-7597.611027893512,580
-790000,790000,1036.0,7827.456493200372,-6791.456493200372,580
-790000,800000,131.7,7931.914136719233,-7800.2141367192335,580
-790000,810000,33.3,8008.078781509703,-7974.778781509703,580
-790000,870000,366.0,7465.0467816250575,-7099.0467816250575,580
-790000,880000,202.0,7268.570725676226,-7066.570725676226,580
-790000,890000,460.0,7003.278239522022,-6543.278239522022,580
-790000,900000,144.0,7097.062730116483,-6953.062730116483,580
-790000,910000,25.0,7482.336488896849,-7457.336488896849,580
-790000,920000,587.0,7972.735370094233,-7385.735370094233,580
-790000,930000,658.0,8627.639334331316,-7969.639334331316,580
-790000,940000,123.0,9119.605179516984,-8996.605179516984,580
-780000,400000,3.0,15037.69867155409,-15034.69867155409,580
-780000,410000,226.1,14040.047334548774,-13813.947334548773,580
-780000,420000,380.6,12954.383869716914,-12573.783869716914,580
-780000,430000,180.5,12032.130263937464,-11851.630263937464,580
-780000,440000,93.1,11354.89384667418,-11261.79384667418,580
-780000,450000,116.6,10740.15437188179,-10623.55437188179,580
-780000,460000,157.2,10195.325090758963,-10038.125090758962,580
-780000,470000,177.0,9811.555936657436,-9634.555936657436,580
-780000,480000,195.0,9641.54813157652,-9446.54813157652,580
-780000,490000,275.0,9717.467981733864,-9442.467981733864,580
-780000,500000,349.0,9907.222336565892,-9558.222336565892,580
-780000,510000,325.6,9901.083483584383,-9575.483483584383,580
-780000,520000,260.0,9752.339784482343,-9492.339784482343,580
-780000,530000,577.0,9321.568694358251,-8744.568694358251,580
-780000,540000,362.0,9424.646549729065,-9062.646549729065,580
-780000,550000,476.9,10205.642239110028,-9728.742239110028,580
-780000,560000,462.8,11244.998415695825,-10782.198415695826,580
-780000,570000,327.8,12044.462601847774,-11716.662601847775,580
-780000,580000,367.0,12006.713366595626,-11639.713366595626,580
-780000,590000,639.0,11471.03727427111,-10832.03727427111,580
-780000,600000,236.8,10809.938081313796,-10573.138081313797,580
-780000,610000,336.0,10435.728514934006,-10099.728514934006,580
-780000,620000,112.7,10477.363841951119,-10364.663841951118,580
-780000,630000,185.0,10755.317671137394,-10570.317671137394,580
-780000,640000,211.0,10834.15775692684,-10623.15775692684,580
-780000,650000,208.7,10620.032598464217,-10411.332598464216,580
-780000,660000,174.6,10178.046341277248,-10003.446341277247,580
-780000,670000,193.0,9941.386865426373,-9748.386865426373,580
-780000,710000,33.0,11354.053999221078,-11321.053999221078,580
-780000,720000,365.0,11276.903830011963,-10911.903830011963,580
-780000,730000,226.0,11021.996760986918,-10795.996760986918,580
-780000,740000,140.0,10331.95279152277,-10191.95279152277,580
-780000,770000,181.1,7780.200789635288,-7599.100789635288,580
-780000,780000,296.0,7792.925836270218,-7496.925836270218,580
-780000,790000,786.0,7949.470908685098,-7163.470908685098,580
-780000,850000,-0.1,7278.546824681993,-7278.646824681993,580
-780000,860000,491.0,7250.71030687017,-6759.71030687017,580
-780000,870000,213.0,7676.629744269822,-7463.629744269822,580
-780000,880000,254.0,7918.7234895338015,-7664.7234895338015,580
-780000,890000,301.0,7625.6078150966705,-7324.6078150966705,580
-780000,900000,132.0,7604.316679328332,-7472.316679328332,580
-780000,910000,316.0,7941.575056489913,-7625.575056489913,580
-780000,920000,241.0,8238.799222865451,-7997.799222865451,580
-780000,930000,227.0,8685.635703868384,-8458.635703868384,580
-770000,420000,26.8,12575.081266969844,-12548.281266969845,580
-770000,440000,38.8,10943.42647861522,-10904.62647861522,580
-770000,450000,95.4,10135.221140855312,-10039.821140855312,580
-770000,460000,148.0,9471.557702369104,-9323.557702369104,580
-770000,470000,507.0,9167.238915368265,-8660.238915368265,580
-770000,480000,454.0,9163.258095711037,-8709.258095711037,580
-770000,490000,642.0,9300.202315416112,-8658.202315416112,580
-770000,500000,421.9,9629.549961755532,-9207.649961755533,580
-770000,510000,325.0,9864.847726692024,-9539.847726692024,580
-770000,520000,575.0,9805.278706352763,-9230.278706352763,580
-770000,530000,682.4,9610.773394597378,-8928.373394597378,580
-770000,540000,728.0,9820.68131710149,-9092.68131710149,580
-770000,550000,750.0,10783.612119906467,-10033.612119906467,580
-770000,560000,717.8,11931.21027999469,-11213.41027999469,580
-770000,570000,529.0,12841.84234590607,-12312.84234590607,580
-770000,580000,617.0,13082.91150326967,-12465.91150326967,580
-770000,590000,440.0,12616.0922910349,-12176.0922910349,580
-770000,600000,275.6,11771.104078637354,-11495.504078637354,580
-770000,610000,105.7,11269.053858272415,-11163.353858272414,580
-770000,620000,62.9,11228.76696332423,-11165.86696332423,580
-770000,630000,154.0,11622.816002817506,-11468.816002817506,580
-770000,640000,74.9,11881.167710458114,-11806.267710458114,580
-770000,650000,20.6,11885.949866808194,-11865.349866808194,580
-770000,660000,25.6,11643.556545753188,-11617.956545753188,580
-770000,670000,71.0,11420.81617241255,-11349.81617241255,580
-770000,710000,4.5,11472.931555780444,-11468.431555780444,580
-770000,720000,321.0,11217.139230343057,-10896.139230343057,580
-770000,730000,356.0,10854.503488540287,-10498.503488540287,580
-770000,770000,203.0,7853.30868549276,-7650.30868549276,580
-770000,780000,75.0,7945.863555202417,-7870.863555202417,580
-770000,840000,32.5,7275.61039455006,-7243.11039455006,580
-770000,850000,163.6,7055.742725065446,-6892.142725065446,580
-770000,860000,82.0,7148.582407580327,-7066.582407580327,580
-770000,870000,296.0,7869.187441650834,-7573.187441650834,580
-770000,880000,321.0,8603.615162858134,-8282.615162858134,580
-770000,890000,210.0,8928.99504956383,-8718.99504956383,580
-770000,900000,500.0,9084.393168908859,-8584.393168908859,580
-770000,910000,391.0,9398.306881808901,-9007.306881808901,580
-770000,920000,7.0,9268.483176397212,-9261.483176397212,580
-760000,460000,79.9,8942.46238765339,-8862.56238765339,580
-760000,470000,213.8,8814.798019114016,-8600.998019114017,580
-760000,480000,432.4,8890.680269444678,-8458.280269444678,580
-760000,490000,172.0,9019.309225186818,-8847.309225186818,580
-760000,500000,393.0,9375.045797681194,-8982.045797681194,580
-760000,510000,513.5,9860.414932199332,-9346.914932199332,580
-760000,520000,541.0,9996.852616028536,-9455.852616028536,580
-760000,530000,1687.2,10106.136463580948,-8418.936463580947,580
-760000,540000,995.0,10567.07475313562,-9572.07475313562,580
-760000,550000,743.0,11567.142521144831,-10824.142521144831,580
-760000,560000,815.0,12661.047618473089,-11846.047618473089,580
-760000,570000,726.0,13415.38995880152,-12689.38995880152,580
-760000,580000,559.0,13874.792071265303,-13315.792071265303,580
-760000,590000,648.0,13653.366739267036,-13005.366739267036,580
-760000,600000,527.0,12947.914508500151,-12420.914508500151,580
-760000,610000,231.0,12170.659135568874,-11939.659135568874,580
-760000,620000,129.0,12083.965427354244,-11954.965427354244,580
-760000,630000,63.1,12460.209795807386,-12397.109795807386,580
-760000,640000,45.5,13003.264260980564,-12957.764260980564,580
-760000,650000,37.6,13364.369417887945,-13326.769417887945,580
-760000,660000,34.6,13190.96794301488,-13156.36794301488,580
-760000,670000,11.2,13172.226260923495,-13161.026260923494,580
-760000,680000,68.0,13545.940951625711,-13477.940951625711,580
-760000,690000,45.0,13390.1073791294,-13345.1073791294,580
-760000,720000,31.0,11110.748903416634,-11079.748903416634,580
-760000,770000,25.0,8107.074821731073,-8082.074821731073,580
-760000,840000,662.7,7261.943452493609,-6599.243452493609,580
-760000,850000,588.6,6976.698597578781,-6388.098597578781,580
-760000,860000,642.0,7064.806869688859,-6422.806869688859,580
-760000,870000,508.0,7797.151070208938,-7289.151070208938,580
-760000,880000,294.0,8822.78408238832,-8528.78408238832,580
-760000,890000,482.0,9637.859042883962,-9155.859042883962,580
-760000,900000,631.0,10259.419305537174,-9628.419305537174,580
-760000,910000,391.0,10580.215457475728,-10189.215457475728,580
-760000,920000,416.5,10490.253960803751,-10073.753960803751,580
-750000,470000,332.2,8888.261511322886,-8556.061511322885,580
-750000,480000,99.0,9111.529197874737,-9012.529197874737,580
-750000,490000,507.0,9417.074843272203,-8910.074843272203,580
-750000,500000,783.0,9908.065730477892,-9125.065730477892,580
-750000,510000,511.0,10320.853745783128,-9809.853745783128,580
-750000,520000,641.6,10531.325214066304,-9889.725214066304,580
-750000,530000,779.5,10796.309512589523,-10016.809512589523,580
-750000,540000,424.0,11367.138070554109,-10943.138070554109,580
-750000,550000,640.0,12231.93329974097,-11591.93329974097,580
-750000,560000,613.0,13114.50748459079,-12501.50748459079,580
-750000,570000,636.0,13790.275104375787,-13154.275104375787,580
-750000,580000,1134.0,14265.664516224024,-13131.664516224024,580
-750000,590000,555.0,14467.851147168509,-13912.851147168509,580
-750000,600000,508.0,14082.170286577235,-13574.170286577235,580
-750000,610000,167.0,13349.34998313467,-13182.34998313467,580
-750000,620000,59.0,12946.926795715894,-12887.926795715894,580
-750000,630000,37.3,13102.433768758154,-13065.133768758154,580
-750000,640000,4.2,13686.097939606207,-13681.897939606206,580
-750000,690000,39.0,14338.178023306771,-14299.178023306771,580
-750000,700000,38.0,12900.14604641675,-12862.14604641675,580
-750000,710000,93.0,11812.584846709162,-11719.584846709162,580
-750000,720000,71.0,11035.636082684525,-10964.636082684525,580
-750000,840000,89.0,7346.7725664369,-7257.7725664369,580
-750000,850000,565.0,6949.2323373145955,-6384.2323373145955,580
-750000,860000,939.0,7073.611905484079,-6134.611905484079,580
-750000,870000,573.0,7965.289504613731,-7392.289504613731,580
-750000,880000,780.0,9008.077576084095,-8228.077576084095,580
-750000,890000,1004.7,9906.508642814097,-8901.808642814096,580
-750000,900000,733.1,10766.299753566404,-10033.199753566403,580
-750000,910000,791.7,11344.305917463686,-10552.605917463685,580
-750000,920000,18.2,11224.660788277048,-11206.460788277047,580
-740000,480000,367.6,10059.792333713696,-9692.192333713696,580
-740000,490000,624.6,10415.51658657498,-9790.91658657498,580
-740000,500000,667.6,10823.810828257578,-10156.210828257577,580
-740000,510000,746.9,11047.504805260995,-10300.604805260995,580
-740000,520000,637.0,11211.282871009369,-10574.282871009369,580
-740000,530000,458.0,11472.182107600767,-11014.182107600767,580
-740000,540000,645.0,11964.357896773454,-11319.357896773454,580
-740000,550000,627.0,12661.720586634345,-12034.720586634345,580
-740000,560000,421.0,13345.757417304456,-12924.757417304456,580
-740000,570000,546.0,13953.841952352428,-13407.841952352428,580
-740000,580000,543.3,14478.490411644036,-13935.190411644036,580
-740000,590000,472.0,14854.432367411788,-14382.432367411788,580
-740000,600000,304.0,14751.470592230135,-14447.470592230135,580
-740000,610000,224.0,14261.928236853053,-14037.928236853053,580
-740000,620000,384.0,13759.76915925635,-13375.76915925635,580
-740000,630000,80.8,13716.14005083041,-13635.340050830411,580
-740000,850000,50.9,7031.771538665596,-6980.871538665597,580
-740000,860000,281.0,7281.546493943106,-7000.546493943106,580
-740000,870000,392.0,8433.754144615772,-8041.754144615772,580
-740000,880000,893.3,9330.243577254481,-8436.943577254482,580
-740000,890000,815.7,10176.230366975766,-9360.530366975765,580
-740000,900000,701.9,11231.008758742078,-10529.108758742079,580
-740000,910000,618.6,11900.153711306775,-11281.553711306775,580
-730000,490000,380.5,11116.025003529525,-10735.525003529525,580
-730000,500000,180.3,11354.147807755478,-11173.84780775548,580
-730000,510000,192.8,11582.905981876225,-11390.105981876226,580
-730000,520000,397.4,11779.354927897624,-11381.954927897625,580
-730000,530000,485.2,12037.330787752055,-11552.130787752054,580
-730000,540000,545.2,12420.611269340234,-11875.411269340233,580
-730000,550000,519.8,12959.684942409529,-12439.88494240953,580
-730000,560000,413.6,13489.509548174447,-13075.909548174446,580
-730000,570000,623.1,13979.033347891915,-13355.933347891914,580
-730000,580000,412.9,14462.856508036086,-14049.956508036086,580
-730000,590000,69.0,14857.211208144954,-14788.211208144954,580
-730000,600000,188.3,14980.550105384098,-14792.250105384099,580
-730000,610000,163.9,14757.927229537823,-14594.027229537824,580
-730000,850000,9.0,7334.416760696722,-7325.416760696722,580
-730000,860000,332.7,7744.153357293082,-7411.453357293082,580
-730000,870000,248.0,8638.897521256631,-8390.897521256631,580
-730000,880000,475.9,9510.83085567328,-9034.930855673281,580
-730000,890000,349.7,10553.037152534402,-10203.337152534401,580
-730000,900000,251.0,11640.613947213913,-11389.613947213913,580
-730000,910000,4.8,12120.408143617036,-12115.608143617037,580
-720000,510000,52.6,11955.92938866132,-11903.32938866132,580
-720000,520000,168.0,12192.793881831903,-12024.793881831903,580
-720000,530000,124.9,12501.129531808267,-12376.229531808267,580
-720000,540000,228.0,12815.143059407024,-12587.143059407024,580
-720000,550000,200.8,13194.891251411955,-12994.091251411955,580
-720000,560000,385.5,13579.421242842429,-13193.921242842429,580
-720000,570000,225.7,13931.91140944533,-13706.21140944533,580
-720000,860000,119.4,8317.13322418106,-8197.73322418106,580
-720000,870000,215.4,8852.031346525742,-8636.631346525743,580
-720000,880000,222.8,9570.773888181217,-9347.973888181217,580
-720000,890000,189.7,10535.849677744829,-10346.149677744828,580
-720000,900000,44.9,11635.334562495782,-11590.434562495782,580
-720000,910000,5.4,12103.410014886062,-12098.010014886062,580
-720000,920000,2.1,12109.081583401225,-12106.981583401224,580
-710000,860000,60.8,8823.725188542006,-8762.925188542007,580
-710000,870000,79.3,9064.00207174957,-8984.70207174957,580
-710000,880000,46.0,9600.744530580783,-9554.744530580783,580
-710000,890000,82.0,10305.817645276788,-10223.817645276788,580
-710000,900000,65.3,11276.842470843001,-11211.542470843002,580
-710000,910000,3.5,11971.139186135595,-11967.639186135595,580
-710000,920000,14.7,12119.735851668225,-12105.035851668224,580
-710000,930000,101.0,11950.73998181495,-11849.73998181495,580
-710000,940000,198.0,11505.241345996234,-11307.241345996234,580
-710000,950000,330.0,11030.547034003685,-10700.547034003685,580
-710000,960000,38.0,10808.905917772672,-10770.905917772672,580
-710000,970000,647.0,10630.544651780901,-9983.544651780901,580
-710000,980000,546.0,10425.898099586073,-9879.898099586073,580
-700000,860000,4.0,9465.472650035214,-9461.472650035214,580
-700000,870000,22.8,9531.680377355184,-9508.880377355184,580
-700000,880000,6.7,9791.084252028595,-9784.384252028594,580
-700000,890000,5.8,10220.471132535427,-10214.671132535428,580
-700000,900000,9.2,10926.552995788335,-10917.352995788335,580
-700000,910000,3.1,11658.571263913846,-11655.471263913845,580
-700000,920000,8.4,12083.138939400074,-12074.738939400075,580
-700000,930000,63.0,12090.575718830365,-12027.575718830365,580
-700000,940000,101.0,11835.779458373598,-11734.779458373598,580
-700000,950000,216.0,11535.950869825485,-11319.950869825485,580
-700000,960000,316.0,11283.21467076154,-10967.21467076154,580
-700000,970000,1058.0,11090.675971663297,-10032.675971663297,580
-700000,980000,295.0,11001.486634953942,-10706.486634953942,580
-700000,1050000,60.0,10046.296754425091,-9986.296754425091,580
-700000,1130000,344.0,10608.588730559053,-10264.588730559053,580
-690000,850000,3.4,10211.152369049694,-10207.752369049695,580
-690000,860000,11.5,10115.509470326731,-10104.009470326731,580
-690000,870000,58.0,10078.079488035908,-10020.079488035908,580
-690000,880000,49.0,10055.656999566749,-10006.656999566749,580
-690000,890000,82.0,10187.645966069462,-10105.645966069462,580
-690000,900000,17.8,10715.253509031378,-10697.453509031378,580
-690000,910000,15.6,11293.841574832526,-11278.241574832526,580
-690000,920000,12.1,11995.375737012826,-11983.275737012826,580
-690000,930000,13.2,12175.365205240949,-12162.165205240948,580
-690000,940000,580.0,12080.437496922656,-11500.437496922656,580
-690000,950000,412.0,11891.615884558223,-11479.615884558223,580
-690000,960000,206.0,11569.575420251016,-11363.575420251016,580
-690000,970000,879.0,11293.354030332046,-10414.354030332046,580
-690000,980000,556.0,11157.258782636947,-10601.258782636947,580
-690000,990000,91.0,11133.997692789646,-11042.997692789646,580
-680000,850000,81.6,10617.611833842268,-10536.011833842267,580
-680000,860000,67.2,10628.668000378422,-10561.468000378421,580
-680000,870000,185.4,10660.318828900132,-10474.918828900132,580
-680000,880000,126.0,10507.319315108642,-10381.319315108642,580
-680000,890000,162.0,10591.993748931245,-10429.993748931245,580
-680000,900000,209.0,10855.481243883649,-10646.481243883649,580
-680000,910000,241.6,11287.91837924866,-11046.31837924866,580
-680000,920000,99.9,11891.16247786288,-11791.26247786288,580
-680000,930000,19.3,12146.699407955693,-12127.399407955694,580
-680000,940000,54.0,12129.028461551929,-12075.028461551929,580
-680000,950000,222.0,11934.016608591162,-11712.016608591162,580
-680000,960000,197.0,11577.6195928583,-11380.6195928583,580
-680000,970000,177.0,11277.990428153134,-11100.990428153134,580
-680000,980000,84.2,11116.263076877294,-11032.063076877293,580
-680000,990000,152.0,11080.135016506072,-10928.135016506072,580
-680000,1000000,9.0,11045.13560189411,-11036.13560189411,580
-680000,1010000,140.0,10897.053724671192,-10757.053724671192,580
-680000,1020000,49.0,10621.403544376295,-10572.403544376295,580
-680000,1030000,7.0,10266.927507680992,-10259.927507680992,580
-670000,840000,28.4,10962.95932576322,-10934.55932576322,580
-670000,850000,110.5,10785.087197468949,-10674.587197468949,580
-670000,860000,171.0,10829.540165095263,-10658.540165095263,580
-670000,870000,180.0,10854.927625621005,-10674.927625621005,580
-670000,880000,141.9,10835.172241579054,-10693.272241579054,580
-670000,890000,239.0,10951.613902701745,-10712.613902701745,580
-670000,900000,575.0,11033.294490498702,-10458.294490498702,580
-670000,910000,471.0,11160.778585961973,-10689.778585961973,580
-670000,920000,140.7,11673.202755485932,-11532.502755485932,580
-670000,930000,358.0,12026.271345097224,-11668.271345097224,580
-670000,940000,243.8,12029.488850978074,-11785.688850978075,580
-670000,950000,30.6,11762.451294782133,-11731.851294782133,580
-670000,960000,33.0,11377.982960137198,-11344.982960137198,580
-670000,970000,40.7,11118.692396734119,-11077.992396734118,580
-670000,980000,111.0,10971.930198805254,-10860.930198805254,580
-670000,990000,226.0,10901.613402507137,-10675.613402507137,580
-670000,1000000,283.0,10792.660982755002,-10509.660982755002,580
-670000,1010000,214.0,10491.521662537494,-10277.521662537494,580
-670000,1020000,184.0,10147.591610049814,-9963.591610049814,580
-670000,1030000,60.0,9881.169986317444,-9821.169986317444,580
-670000,1040000,30.0,9607.911669870413,-9577.911669870413,580
-670000,1050000,25.0,9397.828950639925,-9372.828950639925,580
-670000,1110000,6.0,9851.823782005304,-9845.823782005304,580
-670000,1120000,4.2,10024.99918162359,-10020.79918162359,580
-670000,1130000,52.0,10233.486806469115,-10181.486806469115,580
-670000,1140000,91.0,10403.428589987223,-10312.428589987223,580
-660000,830000,25.5,11269.611980663089,-11244.111980663089,580
-660000,840000,59.0,10928.910011756028,-10869.910011756028,580
-660000,850000,149.3,10668.098921858296,-10518.798921858297,580
-660000,860000,186.0,10672.90876176976,-10486.90876176976,580
-660000,870000,281.0,10802.939251801181,-10521.939251801181,580
-660000,880000,413.0,10940.566713779566,-10527.566713779566,580
-660000,890000,262.0,11052.231963417564,-10790.231963417564,580
-660000,900000,396.0,11124.992268895583,-10728.992268895583,580
-660000,910000,305.0,11250.029566781777,-10945.029566781777,580
-660000,920000,548.0,11498.35604276155,-10950.35604276155,580
-660000,930000,561.0,11761.703971974928,-11200.703971974928,580
-660000,940000,434.0,11735.645671525506,-11301.645671525506,580
-660000,950000,52.8,11410.908773867312,-11358.108773867312,580
-660000,960000,170.0,11066.484008022993,-10896.484008022993,580
-660000,970000,54.4,10939.45179032743,-10885.05179032743,580
-660000,980000,79.1,10788.794332860754,-10709.694332860754,580
-660000,990000,380.0,10642.536023271594,-10262.536023271594,580
-660000,1000000,307.0,10410.68721315438,-10103.68721315438,580
-660000,1010000,235.0,10068.278076391212,-9833.278076391212,580
-660000,1020000,216.0,9831.373271365137,-9615.373271365137,580
-660000,1030000,191.0,9527.335600479024,-9336.335600479024,580
-660000,1040000,238.0,9235.929164703768,-8997.929164703768,580
-660000,1050000,344.0,9076.187879016417,-8732.187879016417,580
-660000,1060000,149.0,9069.907831139624,-8920.907831139624,580
-660000,1070000,98.0,9119.304933864856,-9021.304933864856,580
-660000,1080000,21.0,9135.357573461994,-9114.357573461994,580
-660000,1090000,132.0,9120.284329015425,-8988.284329015425,580
-660000,1100000,34.0,9294.739811811047,-9260.739811811047,580
-660000,1110000,14.0,9487.982131655932,-9473.982131655932,580
-660000,1120000,22.7,9776.329176223942,-9753.629176223942,580
-660000,1130000,14.0,10068.297008815574,-10054.297008815574,580
-660000,1140000,123.0,10301.045567507213,-10178.045567507213,580
-660000,1150000,33.8,10464.737843511075,-10430.937843511076,580
-650000,820000,24.6,11274.280401050904,-11249.680401050904,580
-650000,830000,207.0,11132.270780966915,-10925.270780966915,580
-650000,840000,100.0,10812.96424548066,-10712.96424548066,580
-650000,850000,150.1,10355.579146995307,-10205.479146995307,580
-650000,860000,258.2,10367.488647927576,-10109.288647927575,580
-650000,870000,348.0,10598.606733617433,-10250.606733617433,580
-650000,880000,589.0,10870.486556219372,-10281.486556219372,580
-650000,890000,875.0,10914.819601159053,-10039.819601159053,580
-650000,900000,1126.0,11034.948379361877,-9908.948379361877,580
-650000,910000,837.0,11144.701155352992,-10307.701155352992,580
-650000,920000,660.0,11284.675252461437,-10624.675252461437,580
-650000,930000,383.0,11410.591790982493,-11027.591790982493,580
-650000,940000,94.0,11362.401722546841,-11268.401722546841,580
-650000,950000,200.0,11099.57988366299,-10899.57988366299,580
-650000,960000,278.0,10854.091704634671,-10576.091704634671,580
-650000,970000,145.0,10728.68486150665,-10583.68486150665,580
-650000,980000,93.7,10587.109897494991,-10493.40989749499,580
-650000,990000,385.0,10414.775138907526,-10029.775138907526,580
-650000,1000000,543.0,10207.96552203004,-9664.96552203004,580
-650000,1010000,785.0,9933.47142019002,-9148.47142019002,580
-650000,1020000,435.0,9585.359246158874,-9150.359246158874,580
-650000,1030000,485.0,9231.987075773748,-8746.987075773748,580
-650000,1040000,563.0,9022.96728990201,-8459.96728990201,580
-650000,1050000,268.0,8953.756092634527,-8685.756092634527,580
-650000,1060000,219.0,8969.842931871519,-8750.842931871519,580
-650000,1070000,223.0,8990.743431511284,-8767.743431511284,580
-650000,1080000,272.0,8951.006673550264,-8679.006673550264,580
-650000,1090000,59.0,8942.369269527617,-8883.369269527617,580
-650000,1100000,115.0,9018.88442379202,-8903.88442379202,580
-650000,1110000,168.0,9254.367418209828,-9086.367418209828,580
-650000,1120000,133.0,9600.68557527897,-9467.68557527897,580
-650000,1130000,53.0,9941.479892939897,-9888.479892939897,580
-650000,1140000,76.0,10231.373745597446,-10155.373745597446,580
-650000,1150000,59.0,10430.092269444396,-10371.092269444396,580
-640000,810000,45.9,11013.779457364115,-10967.879457364115,580
-640000,820000,27.0,11055.71862879322,-11028.71862879322,580
-640000,830000,150.0,10978.846372699676,-10828.846372699676,580
-640000,840000,369.0,10578.297913235452,-10209.297913235452,580
-640000,850000,269.1,10054.060248455684,-9784.960248455684,580
-640000,860000,250.1,10069.297799604934,-9819.197799604934,580
-640000,870000,448.2,10221.659280256326,-9773.459280256326,580
-640000,880000,474.0,10268.843129818548,-9794.843129818548,580
-640000,890000,749.6,10299.67567079379,-9550.075670793789,580
-640000,900000,651.0,10748.513793928902,-10097.513793928902,580
-640000,910000,344.6,10867.274386238072,-10522.674386238072,580
-640000,920000,812.0,11035.019583739497,-10223.019583739497,580
-640000,930000,332.0,11062.54299329791,-10730.54299329791,580
-640000,940000,327.0,10965.753354069502,-10638.753354069502,580
-640000,950000,832.0,10639.242314731877,-9807.242314731877,580
-640000,960000,570.6,10487.970516004663,-9917.370516004663,580
-640000,970000,147.8,10452.04285976371,-10304.24285976371,580
-640000,980000,232.0,10332.923500297302,-10100.923500297302,580
-640000,990000,467.0,10153.62821452032,-9686.62821452032,580
-640000,1000000,449.0,10011.423439836448,-9562.423439836448,580
-640000,1010000,413.0,9855.98670194279,-9442.98670194279,580
