Ser,keido,ido,Region (hydrogeologic-geologic),Prefectures,Prefecture_EN,Municipality,Municipality_EN,Place_Name,Onsen_Name,Kosen_Name,Place_Name_EN,Place_Simple_Name_EN,Well_Name,Well_Name_EN,Well_Depth,Simplified_rock_category,Rock_age_EN,Litho_EN,Geol_unit_code,Temp_avail,Disch_avail,Temp,Discharge,Flow_type,Flow_type_EN,Source_type,P (pumped),F (artesian),S (spring - natural),X (unknown source),Water quality sample date,pH,RpH,比重,TSM,H,Li,Na,K,NH4,Ca,Mg,TFe,Fe2+,Fe3+,Mn,Al,F,Cl,HS,SO4,HSO4,S2O3,HCO3,CO3,Br,I,OH,NO3,PO4,HPO4,H2PO4,H3PO4,AsO2,BO2,B,HSiO3,SiO3,SiO2,HAsO2,H2SiO3,HBO2,CO2,H2S,Sr,Ba,Cu,Hg,Pb,Zn,Cd,Cr,As,Ni,Rb,Cs,S,unit,Rn,Rn_unit,Spring_quality,Source,GeolMap,Map_No,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,h,x,y
5680,135.943123,33.63336567,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,31.0,200.0,,,well,,,,,1961.8.15,,8.4,1.0015,236.8,,,101.5,0.872,,12.71,0.644,,0.021,,,,,116.6,0.8859999999999999,13.28,,,89.02,1.896,,,0.043,,,,,,,,,0.6779999999999999,,,,13.66,,0.854,0.041,,,,,,,,,,,,,,mg/kg,,,単純温泉,R:WKY-1,11京都,WKY_073,,,,,,,,,,,,,4.8,-1382136.254,4998.5074
5681,135.9437633,33.63035783,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,36.0,190.0,,,well,,,,,1961.8.15,,7.2,1.0018,255.4,,,71.69,0.908,,9.404,0.618,,0.025,,,,,90.85,1.02,15.56,,,45.33,,,,,,,,,,,,,0.177,,,,54.84,,6.866,0.746,,,,,,,,,,,,,,mg/kg,,,単純温泉,R:WKY-1,11京都,WKY_074,,,,,,,,,,,,,12.5,-1382140.129,4679.7182
5682,135.9462007,33.620963,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,中の島第2号,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,54.6,120.0,,,well,,,,,1961.9.19,,8.2,1.009,1702.0,,,478.9,14.28,,147.4,6.747,,0.169,,,,,909.5,20.47,61.07,,,91.77,0.936,,,0.027000000000000003,,,,,,,,,0.932,,,,19.69,,1.391,1.299,,,,,,,,,,,,,,mg/kg,,,含食塩硫黄泉,R:WKY-1,11京都,WKY_075,,,,,,,,,,,,,4.9,-1382109.8169999998,3674.8799
5683,135.946136,33.62098183,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,中の島第3号,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,52.1,100.0,,,well,,,,,1962.3.25,,7.6,1.0021,1399.0,,,426.5,14.45,,89.98,8.323,,0.177,,,,,745.7,8.431000000000001,70.74,,,77.47,1.476,,,,,,,,,,,,0.154,,,,19.14,,3.776,2.389,,,,,,,,,,,,,,mg/kg,,,含食塩硫黄泉,R:WKY-1,11京都,WKY_076,,,,,,,,,,,,,3,-1382115.6709999999,3678.1435
5684,135.9506157,33.63069783,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,高森1号,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,42.0,120.0,,,well,,,,,1962.3.30,,8.4,1.0012,845.1,,,312.2,4.825,,27.45,0.088,,0.037,,,0.071,,264.6,5.54,21.25,,,418.6,6.082,,,0.043,,,,,,,,,1.318,,,,26.66,,4.023,0.252,,,,,,,,,,,,,,mg/kg,,,単純硫黄泉,R:WKY-1,11京都,WKY_077,,,,,,,,,,,,,2.8,-1381469.055,4571.1226
5685,135.9511363,33.630705,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,関船1号,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,33.5,210.0,,,well,,,,,1962.3.30,,8.0,1.0011,513.7,,,136.5,22.18,,24.82,1.264,,0.025,,,,,198.8,4.465,29.8,,,89.98,0.108,,,0.017,,,,,,,,,0.6859999999999999,,,,30.66,,2.165,0.504,,,,,,,,,,,,,,mg/kg,,,単純硫黄泉,R:WKY-1,11京都,WKY_078,,,,,,,,,,,,,6,-1381418.48,4560.9802
5686,135.9506355,33.625691,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,犬戻の湯,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,59.0,110.0,,,well,,,,,1962.9.15,,8.2,1.0019,3461.0,,,870.4,29.41,,330.2,42.29,,0.485,,,0.086,,1911,47.76,62.5,,,114.5,1.116,,,0.027000000000000003,,,,,,,0.09,,2.783,,,,87.71,4.177,1.734,3.477,,,,,,,,,,,,,,mg/kg,,,含食塩硫黄泉,R:WKY-1,11京都,WKY_079,,,,,,,,,,,,,2.4,-1381576.751,4062.3176
5687,135.9414592,33.63097133,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,小坂湯,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,31.0,173.0,,,well,,,,,1963.2.25,,8.4,1.0014,279.1,,,68.9,8.048,,11.01,0.394,,,,,,,101.2,0.979,15.6,,,31.89,0.471,,,0.042,,,,,,,,,2.643,,,,53.39,,0.304,0.044,,,,,,,,,,,,,,mg/kg,,,単純温泉,R:WKY-1,11京都,WKY_080,,,,,,,,,,,,,3.8,-1382349.83,4790.1505
5688,135.9462202,33.6209525,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,中の島第4号,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,55.2,114.0,,,well,,,,,1963.3.31,,9.0,1.0021,875.2,,,273.1,5.351,,39.3,2.201,,0.045,,,,,428.2,13.38,20.56,,,62.12,3.139,,,0.17,,,,,,,,,9.132,,,,46.21,,0.152,0.153,,,,,,,,,,,,,,mg/kg,,,単純硫黄泉,R:WKY-1,11京都,WKY_081,,,,,,,,,,,,,4.9,-1382108.158,3673.4065
5689,135.9431697,33.62817283,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,黒潮2号,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,40.0,270.0,,,well,,,,,1963.5.21,,8.4,1.0012,664.1,,,168.4,9.239,,82.81,2.143,,0.112,,,,,342.1,2.411,29.21,,,89.76,1.344,,,0.043,,,,,,,,,1.443,,,,29.07,,0.863,0.109,,,,,,,,,,,,,,mg/kg,,,単純硫黄泉,R:WKY-1,11京都,WKY_082,,,,,,,,,,,,,2.1,-1382245.477,4470.2597
5690,135.944709,33.63298883,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,甘露湯,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,34.8,55.0,,,well,,,,,1963.8.29,,8.2,1.0007,300.7,,,86.84,2.406,,12.53,0.294,,0.231,,,0.03,,120.8,1.111,4.38,,,57.02,0.546,,,0.027000000000000003,,,,,,,,,1.071,,,,34.13,,0.863,0.082,,,,,,,,,,,,,,mg/kg,,,単純温泉,R:WKY-1,11京都,WKY_083,,,,,,,,,,,,,3.7,-1381990.918,4927.1118
5691,135.9507028,33.62564267,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,浦島湯,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,53.0,240.0,,,well,,,,,1963.12.24,,8.4,1.0012,3673.0,,,892.3,60.01,,393.6,25.54,,0.05,,,,,2038,36.15,107.9,,,68.22,1.011,,,0.043,,,,,,,3.16,,2.312,,,,47.24,21.58,0.656,1.636,,,,,,,,,,,,,,mg/kg,,,単純硫黄泉,R:WKY-1,11京都,WKY_084,,,,,,,,,,,,,2.4,-1381571.29,4056.0049
5692,135.9423405,33.62789083,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,温泉ホール,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,35.0,100.0,揚水,Power (pumped),well,P,,,,1964.11.20,,7.8,1.0027,1152.0,,,294.4,7,,103.2,18.52,,0.081,,,0.263,,635.7,0.8,38.84,,,55.54,0.204,,,,,,,,,,,,0.293,,,,23.44,,2.134,0.143,,,,,,,,,,,,,,mg/kg,,,弱食塩泉,R:WKY-1,11京都,WKY_085,,,,,,,,,,,,,1.9,-1382331.961,4458.951
5693,135.942668,33.63144183,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,31.3,480.0,揚水,Power (pumped),well,P,,,,1965.4.17,,8.4,1.0015,451.8,,,154.2,2.513,,26.64,6.988,,0.038,,,,,235.1,1.6230000000000002,11.7,,,102.8,0.783,,,0.4320000000000001,,,,,,,,,1.257,,,,29.68,,0.988,0.075,,,,,,,,,,,,,,mg/kg,,,単純温泉,R:WKY-1,11京都,WKY_086,,,,,,,,,,,,,10.5,-1382222.459,4812.6684
5694,135.9462202,33.62095267,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,中の島第5号泉,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,51.0,66.0,揚水,Power (pumped),well,P,,,,1967.1.17,8.2,8.0,1.0009,1405.0,,,297.5,4.807,,119.6,50.83,,0.023,,,0.105,,564.4,4.766,274.8,,,29.28,0.157,,,0.004,,,,,,,,,1.771,,,,62.95,,0.35,5.2,,,,,,,,,,,,,,mg/kg,,,含食塩硫黄泉,R:WKY-1,11京都,WKY_087,,,,,,,,,,,,,4.9,-1382108.154,3673.4237
5695,135.9513642,33.62947917,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,磯ノ湯第5号泉,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,43.2,180.0,揚水,Power (pumped),well,P,,,,1967.4.1,8.0,8.0,1.0024,4338.0,,,1085.0,55.9,,43.09,15.28,,0.182,,,0.005,,1633,3.354,255.4,,,53.22,0.229,,,,,,,,,,,,23.24,,,,1203.0,,1.284,0.038,,,,,,,,,,,,,,mg/kg,,,含食塩硫黄泉,R:WKY-1,11京都,WKY_088,,,,,,,,,,,,,3.9,-1381423.244,4431.7501
5696,135.9462107,33.62095817,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,中の島第6号泉,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,57.0,176.4,揚水,Power (pumped),well,P,,,,1968.11.29,6.0,6.0,1.005,4403.0,,,1350.9,120,,70.93,32.66,,56.97,,,,,2474,38.15,138.3,,,41.49,0.001,,,,,,,,,,,,0.231,,,,121.003,,99.76,8.112,,,,,,,,,,,,,,mg/kg,,,食塩泉,R:WKY-1,11京都,WKY_089,,,,,,,,,,,,,4.9,-1382108.9540000001,3674.1806
5697,135.9515942,33.62866983,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,磯ノ湯1号泉,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,45.8,231.0,揚水3HP,Power (pumped),well,P,,,,1969.5.19,5.5,5.8,1.0058,6022.0,,,1532.0,25.02,,589.2,94.28,,39.1,,,,,3294,27.13,269,,,56.57,0.062,,,,,,,,,,,,0.008,,,,88.0,,137.6,7.498,,,,,,,,,,,,,,mg/kg,,,食塩泉,R:WKY-1,11京都,WKY_090,,,,,,,,,,,,,31,-1381418.686,4344.767
5698,135.9513968,33.62949067,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,磯ノ湯2号泉,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,45.5,120.0,揚水5HP,Power (pumped),well,P,,,,1969.5.19,5.8,5.5,1.009,11295.0,,,2912.0,539.5,,517,281.9,,3.91,,,,,6218,30.62,695.2,,,64.07,0.031,,,,,,,,,,,,0.008,,,,74.5,,154.2,0.852,,,,,,,,,,,,,,mg/kg,,,食塩泉,R:WKY-1,11京都,WKY_091,,,,,,,,,,,,,3.8,-1381419.835,4432.2371
5699,135.9513763,33.6294525,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,磯ノ湯3号泉,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,41.0,220.0,揚水5HP,Power (pumped),well,P,,,,1969.5.19,5.6,5.6,1.01,12302.0,,,3120.0,647.7,,517,281.9,,3.072,,,,,7483,29.69,232.1,,,56.44,0.062,,,,,,,,,,,,0.008,,,,96.2,,137.6,0.614,,,,,,,,,,,,,,mg/kg,,,食塩泉,R:WKY-1,11京都,WKY_092,,,,,,,,,,,,,3.9,-1381422.656,4428.7893
5700,135.944757,33.62931417,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,たしの湯,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,42.5,200.0,揚水,Power (pumped),well,P,,,,1970.3.23,5.6,7.1,1.0013,436.0,,,102.8,48.32,,10.52,5.528,,10.01,,,,,192.1,37.32,20.38,,,51.86,0.062,,,,,,,,,,,,0.039,,,,20.01,,124.7,2.551,,,,,,,,,,,,,,mg/kg,,,単純硫化水素泉,R:WKY-1,11京都,WKY_093,,,,,,,,,,,,,13.7,-1382066.7519999999,4552.9879
5701,135.9414263,33.63042517,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,38.0,200.0,揚水3HP,Power (pumped),well,P,,,,1974.7.12,6.2,6.82,1.0074,9805.0,,,1509.0,34.44,,717.4,170.8,,0.075,,0.26,,,4265,0.03,191.5,,0.119,30.41,0.006,,,,,,,,,,,,0.046,,,,238.9,,73.1,0.729,,,,,,,,,,,,,,mg/kg,,,食塩泉,R:WKY-1,11京都,WKY_094,,,,,,,,,,,,,2.8,-1382364.981,4735.3821
5708,135.4094953,33.703506,S of MTL S coasts,和歌山県,Wakayama,西牟婁郡上富田町,Kamitonda-ch?,(上富田町),,,Kamitonda-ch?,,第3号観音湯,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,35.0,170.0,揚水5HP,Power (pumped),well,P,,,,1976.9.11,8.2,8.4,1.0022,3308.0,,,932.1,4.076,,1.296,2.156,,0.158,,0.028,,,335.4,0.308,16.89,,0.037000000000000005,1832,10.8,,,0.027000000000000003,,,,,,,,,1.21,,,,62.4,,44.04,0.795,,,0.011,,,,,,,,,,,mg/kg,,,含食塩重曹泉,R:WKY-1,11京都,WKY_101,,,,,,,,,,,,,44.4,-1432173.477,23465.296000000002
5709,135.915113,33.6142835,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,(那智勝浦町),,,Nachikatsuura-ch?,,,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,30.0,50.0,自噴,Artesian,well,,F,,,1976.9.11,7.0,8.0,1.0001,152.0,,,23.18,0.538,,7.273,2.08,,0.125,,0.019,,,12.24,0.109,16.89,,0.025,57.6,0.036,,,0.002,,,,,,,,,0.054000000000000006,,,,26.0,,13.85,1.309,,,,,,,,,,,,,,mg/kg,,,単純温泉,R:WKY-1,11京都,WKY_102,,,,,,,,,,,,,7.5,-1385267.424,3646.9043
5730,135.9406705,33.63205983,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,(勝浦1),,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,33.9,125.0,,,well,,,,,1999.3,,8.5,,291.0,,,64.1,1,,15.1,0.3,,0.1,,,,4.3,128,0.6,6,,,26.2,9,,,,,,,,,,,,3.7,,,,17.6,,,,,,,,,,,,,,,,0.6,mg/kg,,,単純温泉,R:WKY-4,11京都,WKY_123,,,,,,,,,,,,,2.5,-1382402.3630000001,4917.1541
5731,135.9473583,33.63259783,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,(勝浦2),,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,41.2,152.0,,,well,,,,,1999.3,,8.1,,1370.0,,,244.0,4,,105,1.1,,,,,,3.9,623,1.2,42.9,,2.8,23.2,0.3,,,,,,,,,,,,1.4,,,,29.3,,,,,,,,,,,,,,,,4.0,mg/kg,,,単純硫黄泉,R:WKY-4,11京都,WKY_124,,,,,,,,,,,,,3.4,-1381742.917,4832.0739
5732,135.9418252,33.62868267,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,(勝浦3),,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,36.6,65.0,,,well,,,,,1999.3,,7.6,,8926.0,,,1564.0,20.6,,754,158,,,,0.4,,0.3,4254,0.3,517,,0.1,35.4,0.1,,,,,,,,,,,,0.3,,,,18.5,,,,,,,,,,,,,,,,0.4,mg/kg,,,Na・Ca-Cl泉,R:WKY-4,11京都,WKY_125,,,,,,,,,,,,,2.2,-1382364.521,4550.1186
5733,135.9511843,33.6273285,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,(勝浦4),,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,59.4,105.0,,,well,,,,,1999.3,,8.3,,5257.0,,,1085.0,23.5,,395,40.1,,,,0.1,,3.9,2738,23.6,135,,13.3,88.5,1.2,,,,,,,,,,,,2.1,,,,37.2,,,1.5,,,,,,,,,,,,,38.4,mg/kg,,,含硫黄-Na-Cl泉,R:WKY-4,11京都,WKY_126,,,,,,,,,,,,,2.9,-1381487.749,4217.1277
5734,135.9462558,33.62092167,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,(勝浦5),,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,52.0,59.0,,,well,,,,,1999.3,,8.2,,3146.0,,,607.0,12.8,,266,9.2,,0.1,,,,5,1581,15.2,73.8,,4.6,51.9,1,,,,,,,,,,,,2.6,,,,33.1,,,0.7,,,,,,,,,,,,,20.6,mg/kg,,,含硫黄-Na-Cl泉,R:WKY-4,11京都,WKY_127,,,,,,,,,,,,,11.4,-1382105.385,3669.5324
5735,135.9381305,33.61846983,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,(勝浦6),,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,41.6,96.0,,,well,,,,,1999.3,,9.0,,402.0,,,59.8,1,,20.2,2.2,,,,,,7.7,168,2.8,17.4,,,15.3,12,,,,,,,,,,,,24.0,,,,12.5,,,,,,,,,,,,,,,,2.8,mg/kg,,,単純硫黄泉,R:WKY-4,11京都,WKY_128,,,,,,,,,,,,,2.8,-1382946.118,3590.3832
5736,135.920865,33.61840033,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,湯川温泉,湯川,,Yukawa onsen,Yukawa,(湯川1),,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,37.5,70.0,,,well,,,,,1999.3,,9.6,,168.0,,,35.2,,,2.4,,,,,,,7.7,17.6,1.3,11.7,,,27.5,18,,,,,,,,,,,,33.2,,,,4.6,,,,,,,,,,,,,,,,1.3,mg/kg,,,単純温泉,R:WKY-4,11京都,WKY_129,,,,,,,,,,,,,32.1,-1384619.9630000002,3944.45
5737,135.9319697,33.61292667,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,湯川温泉,湯川,,Yukawa onsen,Yukawa,(湯川2),,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,39.6,200.0,,,well,,,,,1999.3,,9.4,,215.0,,,47.0,0.3,,4,0.1,,,,,,8.8,52.4,2.2,12.4,,,42.7,12,,,,,,,,,,,,33.2,,,,6.7,,,,,,,,,,,,,,,,2.2,mg/kg,,,単純硫黄泉,R:WKY-4,11京都,WKY_130,,,,,,,,,,,,,4,-1383664.365,3156.4069
5738,135.9448627,33.6023155,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡太地町,Taiji-ch?,(那智勝浦町),,,Taiji-ch?,,(大地1),,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,25.0,21.0,,,well,,,,,1987.3,,8.0,,560.0,,,201.9,3.3,,5,1.7,,0.2,,,,9.6,243.1,0.3,30.4,,,82.4,,,,,,,,,,,,,,,,,23.0,,,0.1,,,,,,,,,,,,,0.4,mg/kg,,,単純温泉,R:WKY-4,11京都,WKY_131,,,,,,,,,,,,,6.3,-1382647.794,1809.5484
5750,135.9362717,33.64367833,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,錦の湯,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,26.5,186.0,動力揚湯,Power (pumped),well,P,,,,1997.9.19,,8.0,,3570.0,,,100.6,1.8,,19.9,0.1,,0.1,,,,7.2,154.6,0.5,9.2,,,32,5.9,,,,,,,,,,,,0.5,,,,15.5,1.1,0.5,,,,,,,,,,,,,,,mg/kg,,,単純温泉,R:WKY-6,11京都,WKY_143,,,,,,,,,,,,,4.3,-1382573.721,6188.8147
5751,135.9506428,33.6256875,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,犬戻りの湯,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,59.0,110.0,,,well,,,,,1962.9.15,,8.2,,3461.0,,,870.4,29.4,,330.2,42.3,,0.5,,,0.1,,1911,47.8,52.5,,,114.5,1.1,,,,0.1,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,mg/kg,,,含食塩硫黄泉,R:WKY-6,11京都,WKY_144,,,,,,,,,,,,,2.4,-1381576.12,4061.8098
6573,134.5286792,33.73131483,S of MTL S coasts,徳島県,Tokushima,海部郡日和佐町,,薬王寺温泉,薬王寺,,,,,,15.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,17.5,138.0,,,well,,,,,1961.7.13,,8.3,,588.31,,,,,,80.63,38.38,,,0.1,,,,77.57,,187.2,,,186.34,,,,,,,,,,,,,,,,,,,,18.09,,,,,,,,,,,,,,mg/kg,,,,R:TKS-7,13高知,TKS_003,,,,,,,,,,,,,1.9,-1516427.255,45909.2636
6576,134.5287872,33.7312715,S of MTL S coasts,徳島県,Tokushima,海部郡日和佐町,,薬王寺温泉,薬王寺,,,,,,20.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,17.0,50.4,,,well,,,,,1968.1.22,,6.6,,603.3,,,37.81,5.161,,48.25,25.92,,1.54,,,,,91.23,0.628,6.5,,,222.3,,,,,,,,,,,,,,,,,28.34,,133.6,2.031,,,,,,,,,,,,,,mg/kg,,,,R:TKS-7,13高知,TKS_006,,,,,,,,,,,,,1.9,-1516417.906,45902.4078
6578,134.2336155,34.03376133,S of MTL S coasts,徳島県,Tokushima,吉野川市,,ふいご温泉,ふいご,,Fuigo onsen,Fuigo,,,,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,15.4,214.3,,,well,,,,,1972.5.12,,2.8,,1688.54,,,8.75,4.15,,164.53,142.42,,1.54,50.46,,,,13.81,,1210.1,,0.11,,,,,,,0.09,,,,,,,,,,,62.33,,,,,,13.5,,,15.1,0.04,,,,,,,mg/kg,,,,R:TKS-7,13高知,TKS_008,,,,,,,,,,,,,48,-1537379.322,83298.2608
6580,134.528845,33.73125083,S of MTL S coasts,徳島県,Tokushima,海部郡日和佐町,,薬王師温泉,薬王師,,,,,,,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,17.0,50.4,P,Power (pumped),well,P,,,,1968.1.22,,6.6,,447.0,,,37.81,5.161,,48.25,25.92,,1.54,,,,,91.23,0.67,6.5,,,222.3,,,,,,,,,,,,,,,,,,,133.6,2.031,,,,,,,,,,,,,,mg/kg,,,,R:TKS-7,13高知,TKS_010,,,,,,,,,,,,,1.9,-1516412.843,45898.9935
6584,134.5287788,33.73131433,S of MTL S coasts,徳島県,Tokushima,海部郡日和佐町,,薬王寺温泉,薬王寺,,,,,,,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,17.0,50.4,,,well,,,,,1968.1.22,,6.6,,447.0,,,87.81,5.161,,48.25,25.92,,1.54,,,,,91.23,0.718,6.5,,,222.3,,,,,,,,,,,,,,,,,28.34,,133.6,2.031,,,,,,,,,,,,,,mg/kg,,,単純硫化水素泉,R:TKS-1,13高知,TKS_014,,,,,,,,,,,,,1.9,-1516417.6830000002,45906.9302
